"NIT","RAZON SOCIAL","AÑO","MES","MUNICIPIO","ESTRATO","No. SUSCRIPTORES ACUEDUCTO","CONSUMO M3 ACUEDUCTO","PROMEDIO CONSUMO ACUEDUCTO","No. SUSCRIPTORES ALCANTARILLADO","CONSUMO M3 ALCANTARILLADO","PROMEDIO CONSUMO ALCANTARILLADO"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","ENERO","VITERBO","Publico / Oficial","41","1.619","39.49","38","1.001","26.34"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","AGUADAS","Estrato1","1.145","10.571","9.23","1.041","9.719","9.34"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","AGUADAS","Estrato2","2.311","22.63","9.79","2.143","21.655","10.1"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","AGUADAS","Estrato3","498","5.242","10.53","492","5.068","10.3"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","AGUADAS","Estrato4","19","177","9.32","17","147","8.65"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","AGUADAS","Estrato5","1","1","1","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","AGUADAS","Estrato6","2","475","237.5","1","454","454"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","AGUADAS","Industrial","2","4","2","1","4","4"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","AGUADAS","Comercial","373","4.251","11.4","364","3.972","10.91"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","AGUADAS","Publico / Oficial","42","2.351","55.98","35","2.351","67.17"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","ANSERMA","Estrato1","1.386","13.193","9.52","1.306","12.392","9.49"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","ANSERMA","Estrato2","1.885","17.156","9.1","1.843","16.799","9.12"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","ANSERMA","Estrato3","3.144","26.766","8.51","3.125","26.615","8.52"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","ANSERMA","Estrato4","265","1.935","7.3","263","1.935","7.36"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","ANSERMA","Estrato5","3","82","27.33","1","60","60"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","ANSERMA","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","ANSERMA","Industrial","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","ANSERMA","Comercial","586","4.254","7.26","576","4.095","7.11"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","ANSERMA","Publico / Oficial","55","3.162","57.49","45","2.567","57.04"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","ARAUCA","Estrato1","754","8.833","11.71","652","7.503","11.51"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","ARAUCA","Estrato2","710","9.624","13.55","647","8.703","13.45"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","ARAUCA","Estrato3","37","439","11.86","37","439","11.86"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","ARAUCA","Estrato4","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","ARAUCA","Estrato5","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","ARAUCA","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","ARAUCA","Industrial","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","ARAUCA","Comercial","94","899","9.56","91","885","9.73"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","ARAUCA","Publico / Oficial","16","358","22.38","11","247","22.45"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","ARMA","Estrato1","45","513","11.4","30","294","9.8"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","ARMA","Estrato2","368","4.04","10.98","306","3.395","11.09"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","ARMA","Estrato3","35","452","12.91","24","232","9.67"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","ARMA","Estrato4","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","ARMA","Estrato5","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","ARMA","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","ARMA","Industrial","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","ARMA","Comercial","73","984","13.48","46","227","4.93"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","ARMA","Publico / Oficial","8","407","50.88","6","406","67.67"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","BELALCAZAR","Estrato1","580","5.386","9.29","371","3.278","8.84"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","BELALCAZAR","Estrato2","780","7.232","9.27","599","5.262","8.78"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","BELALCAZAR","Estrato3","386","3.467","8.98","357","3.19","8.94"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","BELALCAZAR","Estrato4","9","62","6.89","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","BELALCAZAR","Estrato5","1","14","14","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","BELALCAZAR","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","BELALCAZAR","Industrial","2","2","1","1","2","2"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","BELALCAZAR","Comercial","120","929","7.74","106","801","7.56"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","BELALCAZAR","Publico / Oficial","27","417","15.44","24","409","17.04"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","CHINCHINA","Estrato1","1.999","27.002","13.51","1.919","25.671","13.38"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","CHINCHINA","Estrato2","5.112","75.914","14.85","4.9","72.105","14.72"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","CHINCHINA","Estrato3","3.518","50.229","14.28","3.507","49.974","14.25"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","CHINCHINA","Estrato4","1.854","23.465","12.66","1.85","23.382","12.64"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","CHINCHINA","Estrato5","362","4.858","13.42","357","4.726","13.24"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","CHINCHINA","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","CHINCHINA","Industrial","11","127.967","11,633.36","8","120.095","15,011.88"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","CHINCHINA","Comercial","1.029","12.606","12.25","989","11.206","11.33"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","CHINCHINA","Publico / Oficial","77","4.824","62.65","75","4.79","63.87"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","FILADELFIA","Estrato1","264","2.106","7.98","233","1.843","7.91"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","FILADELFIA","Estrato2","657","5.479","8.34","644","4.975","7.73"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","FILADELFIA","Estrato3","516","4.249","8.23","513","4.199","8.19"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","FILADELFIA","Estrato4","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","FILADELFIA","Estrato5","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","FILADELFIA","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","FILADELFIA","Industrial","1","0","0","1",,"0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","FILADELFIA","Comercial","98","551","5.62","96","550","5.73"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","FILADELFIA","Publico / Oficial","25","714","28.56","22","714","32.45"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","GUARINOCITO","Estrato1","207","4.237","20.47","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","GUARINOCITO","Estrato2","564","8.967","15.9","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","GUARINOCITO","Estrato3","16","690","43.13","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","GUARINOCITO","Estrato4","3","86","28.67","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","GUARINOCITO","Estrato5","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","GUARINOCITO","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","GUARINOCITO","Industrial","1","63","63","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","GUARINOCITO","Comercial","78","4.958","63.56","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","GUARINOCITO","Publico / Oficial","11","454","41.27","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","KILOMETRO 41","Estrato1","161","2.105","13.07","35","361","10.31"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","KILOMETRO 41","Estrato2","321","3.641","11.34","235","2.498","10.63"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","KILOMETRO 41","Estrato3","64","897","14.02","21","292","13.9"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","KILOMETRO 41","Estrato4","16","805","50.31","2","114","57"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","KILOMETRO 41","Estrato5","42","286","6.81","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","KILOMETRO 41","Estrato6","2","45","22.5","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","KILOMETRO 41","Industrial","1","329","329","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","KILOMETRO 41","Comercial","15","139","9.27","9","20","2.22"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","KILOMETRO 41","Publico / Oficial","10","219","21.9","8","214","26.75"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","LA DORADA","Estrato1","4.778","88.467","18.52","4.35","71.504","16.44"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","LA DORADA","Estrato2","9.311","127.156","13.66","9.26","126.147","13.62"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","LA DORADA","Estrato3","4.556","72.118","15.83","4.535","71.256","15.71"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","LA DORADA","Estrato4","398","8.653","21.74","329","5.52","16.78"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","LA DORADA","Estrato5","75","2.984","39.79","4","63","15.75"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","LA DORADA","Estrato6","19","583","30.68","1","36","36"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","LA DORADA","Industrial","3","8.504","2,834.67","2","2.645","1,322.5"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","LA DORADA","Comercial","1.365","21.32","15.62","1.334","18.119","13.58"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","LA DORADA","Publico / Oficial","108","46.743","432.81","100","8.537","85.37"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","MANZANARES","Estrato1","370","2.714","7.34","297","1.981","6.67"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","MANZANARES","Estrato2","1.492","10.412","6.98","1.234","8.009","6.49"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","MANZANARES","Estrato3","557","4.623","8.3","544","4.495","8.26"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","MANZANARES","Estrato4","14","126","9","14","126","9"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","MANZANARES","Estrato5","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","MANZANARES","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","MANZANARES","Industrial","1","4","4","1","4","4"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","MANZANARES","Comercial","246","1.752","7.12","236","1.731","7.33"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","MANZANARES","Publico / Oficial","35","1.046","29.89","26","652","25.08"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","MARMATO","Estrato1","280","5.063","18.08","47","859","18.28"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","MARMATO","Estrato2","700","13.735","19.62","462","8.367","18.11"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","MARMATO","Estrato3","12","140","11.67","2","18","9"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","MARMATO","Estrato4","1","2","2","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","MARMATO","Estrato5","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","MARMATO","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","MARMATO","Industrial","1","154","154","1","154","154"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","MARMATO","Comercial","113","2.317","20.5","63","844","13.4"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","MARMATO","Publico / Oficial","27","1.466","54.3","20","1.391","69.55"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","MARQUETALIA","Estrato1","802","6.402","7.98","672","5.013","7.46"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","MARQUETALIA","Estrato2","746","6.649","8.91","635","5.587","8.8"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","MARQUETALIA","Estrato3","584","5.34","9.14","547","4.985","9.11"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","MARQUETALIA","Estrato4","9","110","12.22","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","MARQUETALIA","Estrato5","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","MARQUETALIA","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","MARQUETALIA","Industrial","2","3","1.5","1","3","3"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","MARQUETALIA","Comercial","159","1.447","9.1","139","1.143","8.22"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","MARQUETALIA","Publico / Oficial","32","425","13.28","23","313","13.61"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","MARULANDA","Estrato1","88","395","4.49","84","360","4.29"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","MARULANDA","Estrato2","225","1.268","5.64","220","1.25","5.68"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","MARULANDA","Estrato3","26","143","5.5","26","143","5.5"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","MARULANDA","Estrato4","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","MARULANDA","Estrato5","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","MARULANDA","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","MARULANDA","Industrial","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","MARULANDA","Comercial","24","202","8.42","21","173","8.24"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","MARULANDA","Publico / Oficial","14","120","8.57","13","120","9.23"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","NEIRA","Estrato1","178","2.019","11.34","178","1.892","10.63"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","NEIRA","Estrato2","1.332","14.314","10.75","1.221","12.826","10.5"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","NEIRA","Estrato3","2.005","21.419","10.68","1.996","21.313","10.68"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","NEIRA","Estrato4","8","73","9.13","5","48","9.6"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","NEIRA","Estrato5","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","NEIRA","Estrato6","1","39","39","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","NEIRA","Industrial","2","786","393","2","786","393"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","NEIRA","Comercial","258","2.958","11.47","250","2.45","9.8"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","NEIRA","Publico / Oficial","38","902","23.74","34","831","24.44"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","PALESTINA","Estrato1","623","6.272","10.07","607","5.956","9.81"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","PALESTINA","Estrato2","822","8.628","10.5","794","7.99","10.06"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","PALESTINA","Estrato3","178","1.948","10.94","154","1.556","10.1"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","PALESTINA","Estrato4","166","1.564","9.42","2","13","6.5"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","PALESTINA","Estrato5","10","173","17.3","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","PALESTINA","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","PALESTINA","Industrial","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","PALESTINA","Comercial","105","1.019","9.7","91","714","7.85"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","PALESTINA","Publico / Oficial","20","555","27.75","16","498","31.13"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","RIOSUCIO","Estrato1","688","7.681","11.16","571","5.976","10.47"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","RIOSUCIO","Estrato2","2.12","22.927","10.81","1.974","20.832","10.55"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","RIOSUCIO","Estrato3","2.812","29.902","10.63","2.784","29.464","10.58"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","RIOSUCIO","Estrato4","3","23","7.67","3","23","7.67"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","RIOSUCIO","Estrato5","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","RIOSUCIO","Estrato6","0","0","0","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","RIOSUCIO","Industrial","1","0","0","1",,"0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","RIOSUCIO","Comercial","502","4.829","9.62","496","4.783","9.64"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","RIOSUCIO","Publico / Oficial","62","5.115","82.5","59","3.964","67.19"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","RISARALDA","Estrato1","472","4.896","10.37","359","3.246","9.04"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","RISARALDA","Estrato2","1.09","8.486","7.79","912","7.118","7.8"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","RISARALDA","Estrato3","246","1.8","7.32","198","1.482","7.48"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","RISARALDA","Estrato4","42","572","13.62","0","0","0"
"890.803.239-9","Empresa de Obras Sanitarias de Caldas - Empocaldas S.A E.S.P","2,021","FEBRERO","RISARALDA","Estrato5","151","1.123","7.44","1","16","16"
