AÑO,Mes,Tipo de Estado,Categoria,DESCRIPCION,VALOR
2020,12,Estado de Resultados,INGRESOS,REVERSION PERDIDAS POR DETERIORO DE VALOR,681034450.07
2020,12,Estado de Resultados,INGRESOS,INVERSIONES ACCIONES ORDINARIAS,681034450.07
2020,12,Estado de Resultados,GASTOS,GASTOS,20447683593.28
2020,12,Estado de Resultados,GASTOS,ADMINISTRACION,5538472437.6
2020,12,Estado de Resultados,GASTOS,SUELDOS Y SALARIOS,1586295381
2020,12,Estado de Resultados,GASTOS,SUELDOS DE PERSONAL,1509141699
2020,12,Estado de Resultados,GASTOS,GASTOS DE REPRESENTACION,77153682
2020,12,Estado de Resultados,GASTOS,CONTRIBUCIONES IMPUTADAS,15722756
2020,12,Estado de Resultados,GASTOS,OTRAS CONTRIBUCIONES  IMPUTADAS,15722756
2020,12,Estado de Resultados,GASTOS,CONTRIBUCIONES EFECTIVAS,443131366
2020,12,Estado de Resultados,GASTOS,APORTES A CAJA DE COMPENSACION FAMILIAR,83917400
2020,12,Estado de Resultados,GASTOS,COTIZACIONES A SEGURIDAD SOCIAL EN SALUD,146177455
2020,12,Estado de Resultados,GASTOS,COTIZACIONES A RIESGOS PROFESIONALES,8284900
2020,12,Estado de Resultados,GASTOS,COTIZACIONES A ENTIDADES ADMIT. DE PRIMA,151694936
2020,12,Estado de Resultados,GASTOS,COTIZACIONES A ENTIDADES ADMI.DEL REGIME,53056675
2020,12,Estado de Resultados,GASTOS,APORTES SOBRE LA NOMINA,105348100
2020,12,Estado de Resultados,GASTOS,APORTES AL I.C.B.F,63204100
2020,12,Estado de Resultados,GASTOS,APORTES AL SENA,42144000
2020,12,Estado de Resultados,GASTOS,PRESTACIONES SOCIALES,755190604
2020,12,Estado de Resultados,GASTOS,VACACIONES,124975927
2020,12,Estado de Resultados,GASTOS,CESANTIAS,190881694
2020,12,Estado de Resultados,GASTOS,INTERESES A LAS CESANTIAS,14525065
2020,12,Estado de Resultados,GASTOS,PRIMA DE VACACIONES,73452487
2020,12,Estado de Resultados,GASTOS,PRIMA DE NAVIDAD,158223796
2020,12,Estado de Resultados,GASTOS,PRIMA DE SERVICIOS,68751590
2020,12,Estado de Resultados,GASTOS,OTRAS PRIMAS,79298305
2020,12,Estado de Resultados,GASTOS,OTRAS PRESTACIONES,45081740
2020,12,Estado de Resultados,GASTOS,GASTOS DE PERSONAL DIVERSO,108609811
2020,12,Estado de Resultados,GASTOS,"CAPACITACION, BIENESTAR SOCIAL Y ESTIMULOS",91910926
2020,12,Estado de Resultados,GASTOS,VIATICOS,7187005
2020,12,Estado de Resultados,GASTOS,OTROS GASTOS DE PERSONAL DIVERSO,9511880
2020,12,Estado de Resultados,GASTOS,GASTOS GENERALES,2188421625.6
2020,12,Estado de Resultados,GASTOS,ESTUDIOS Y PROYECTOS,1337000000
2020,12,Estado de Resultados,GASTOS,VIGILANCIA Y SEGURIDAD,40342671
2020,12,Estado de Resultados,GASTOS,MATERIALES Y SUMINISTROS,12416598
2020,12,Estado de Resultados,GASTOS,MANTENIMIENTOS,78897544.6
2020,12,Estado de Resultados,GASTOS,SERVICIOS PUBLICOS,28004777
2020,12,Estado de Resultados,GASTOS,ARRENDAMIENTOS,55584900
2020,12,Estado de Resultados,GASTOS,VIATICOS Y GASTOS DE VIAJE,2395779
2020,12,Estado de Resultados,GASTOS,IMPRESOS Y PUBLICACIONES SUSCRIPCIONES,8605373
2020,12,Estado de Resultados,GASTOS,COMUNICACIONES Y TRANSPORTE,23565564
2020,12,Estado de Resultados,GASTOS,SEGUROS EN GENERAL,63909236
2020,12,Estado de Resultados,GASTOS,COMBUSTIBLES Y LUBRICANTES,979915
2020,12,Estado de Resultados,GASTOS,SERVICIO DE CAFETERIA ELEMENTOS DE ASEO,3224813
2020,12,Estado de Resultados,GASTOS,GASTOS LEGALES,15182219
2020,12,Estado de Resultados,GASTOS,HONORARIOS,518312236
2020,12,Estado de Resultados,GASTOS,IMPUESTOS CONTRIBUCIONES Y TASAS,335752794
2020,12,Estado de Resultados,GASTOS,CUOTA DE FISCALIZACION Y AUDITAJE,52366959
2020,12,Estado de Resultados,GASTOS,OTROS IMPUESTOS Y CONTRIBUCIONES,283385835
2020,12,Estado de Resultados,GASTOS,DE OPERACION,6177198347.69
2020,12,Estado de Resultados,GASTOS,SUELDOS Y SALARIOS,1503158168
2020,12,Estado de Resultados,GASTOS,SUELDOS DE PERSONAL,1503158168
2020,12,Estado de Resultados,GASTOS,CONTRIBUCIONES EFECTIVAS,428874838
2020,12,Estado de Resultados,GASTOS,APORTES A CAJA DE COMPENSACION FAMILIAR,81180800
2020,12,Estado de Resultados,GASTOS,COTIZACIONES A SEGURIDAD SOCIAL EN SALUD,140991107
2020,12,Estado de Resultados,GASTOS,COTIZACIONES A RIESGOS PROFESIONALES,8000700
2020,12,Estado de Resultados,GASTOS,COTIZACIONES A ENTIDADES ADMI. DE PRIMAS,168730761
2020,12,Estado de Resultados,GASTOS,COTIZACIONES A ENTIDADES ADMI. DEL REGIM,29971470
2020,12,Estado de Resultados,GASTOS,APORTES SOBRE LA NOMINA,101488400
2020,12,Estado de Resultados,GASTOS,APORTES AL I.C.B.F.,60889500
2020,12,Estado de Resultados,GASTOS,APORTES AL SENA,40598900
2020,12,Estado de Resultados,GASTOS,PRESTACIONES SOCIALES,712340399
2020,12,Estado de Resultados,GASTOS,VACACIONES,127195444
2020,12,Estado de Resultados,GASTOS,CESANTIAS,169051834
2020,12,Estado de Resultados,GASTOS,INTERESES A LAS CESANTIAS,8304953
2020,12,Estado de Resultados,GASTOS,PRIMA DE VACACIONES,75133004
2020,12,Estado de Resultados,GASTOS,PRIMA DE NAVIDAD,148504265
2020,12,Estado de Resultados,GASTOS,PRIMA DE SERVICIOS,63679641
2020,12,Estado de Resultados,GASTOS,OTRAS PRIMAS,78863434
2020,12,Estado de Resultados,GASTOS,OTRAS PRESTACIONES SOCIALES,41607824
2020,12,Estado de Resultados,GASTOS,GASTOS GENERALES,3209107077.69
2020,12,Estado de Resultados,GASTOS,VIGILANCIA Y SEGURIDAD,94132925
2020,12,Estado de Resultados,GASTOS,MANTENIMIENTO,180363605
2020,12,Estado de Resultados,GASTOS,SERVICIOS PUBLICOS,65344565.37
2020,12,Estado de Resultados,GASTOS,ARRENDAMIENTOS,129698100
2020,12,Estado de Resultados,GASTOS,VIATICOS Y GASTOS DE VIAJE,5049751
2020,12,Estado de Resultados,GASTOS,PUBLICIDAD Y PROPAGANDA,1739130242
2020,12,Estado de Resultados,GASTOS,IMPRESOS Y PUBLICACIONES SUSCRIPCIONES,20079241
2020,12,Estado de Resultados,GASTOS,COMUNICACIONES Y TRANSPORTE,54571854.6
2020,12,Estado de Resultados,GASTOS,SEGUROS EN GENERAL,149121555.72
2020,12,Estado de Resultados,GASTOS,COMBUSTIBLES Y LUBRICANTES,2286472
2020,12,Estado de Resultados,GASTOS,HONORARIOS,769328766
2020,12,Estado de Resultados,GASTOS,GASTOS DE PERSONAL DIVERSO,222229465
2020,12,Estado de Resultados,GASTOS,"CAPACITACION, BIENESTAR SOCIAL Y ESTIMULOS",209129468
2020,12,Estado de Resultados,GASTOS,VIATICOS,4136646
2020,12,Estado de Resultados,GASTOS,OTROS GASTOS PERSONAL DIVERSOS,8963351
2020,12,Estado de Resultados,GASTOS,"PROVISIONES,AGOTAM. Y DEPRECIACIONES",2255311471.68
2020,12,Estado de Resultados,GASTOS,DETERIORO DE INVERSIONES,433627603.73
2020,12,Estado de Resultados,GASTOS,INVERSIONES DE ADMINISTRACION DE LIQUIDEZ AL COSTO,433627603.73
2020,12,Estado de Resultados,GASTOS,DETERIORO DE PRESTAMOS POR COBRAR,1349126483.27
2020,12,Estado de Resultados,GASTOS,PRESTAMOS CONCEDIDOS,1349126483.27
2020,12,Estado de Resultados,GASTOS,"DEPRECIACION DE PROPIEDADES, PLANTA Y EQUIPO",463870984.04
2020,12,Estado de Resultados,GASTOS,EDIFICACIONES,129814578.84
2020,12,Estado de Resultados,GASTOS,"MUEBLES, ENSERES Y EQUIPO DE OFICINA",133558700.31
2020,12,Estado de Resultados,GASTOS,EQUIPOS DE COMUNICACION Y COMPUTACION,200497704.89
2020,12,Estado de Resultados,GASTOS,AMORTIZACION DE ACTIVOS INTANGIBLES,8686400.64
2020,12,Estado de Resultados,GASTOS,LICENCIAS,8686400.64
2020,12,Estado de Resultados,GASTOS,OTROS GASTOS,4077241769.71
2020,12,Estado de Resultados,GASTOS,FINANCIEROS,4077241769.71
2020,12,Estado de Resultados,GASTOS,INTERESES SOBRE DEPOSITOS Y EXIGIBILIDADES,4072173844
2020,12,Estado de Resultados,GASTOS,INTERESES CREDITOS DE REDESCUENTO,3119554
2020,12,Estado de Resultados,GASTOS,OTROS GASTOS FINANCIEROS,1948371.71
2020,12,Estado de Resultados,GASTOS,CIERRE DE INGRESOS GASTOS Y COSTOS,2399459566.6
2020,12,Estado de Resultados,GASTOS,CIERRE DE INGRESOS GASTOS Y COSTOS,2399459566.6
2020,12,Estado de Resultados,GASTOS,Cierre de ingresos gastos y costos,2399459566.6
2021,12,Estado de Resultados,INGRESOS,INGRESOS,22233361495.76
2021,12,Estado de Resultados,INGRESOS,VENTA DE SERVICIOS,10706954987.12
2021,12,Estado de Resultados,INGRESOS,OTROS SERVICIOS,10706954987.12
2021,12,Estado de Resultados,INGRESOS,OTROS SERVICIOS,10706954987.12
2021,12,Estado de Resultados,INGRESOS,OTROS INGRESOS,11526406508.64
2021,12,Estado de Resultados,INGRESOS,FINANCIEROS,2988121940.6
2021,12,Estado de Resultados,INGRESOS,INTERESES SOBRE DEPOSITOS EN INST. FINANCIERAS,2969349832.6
2021,12,Estado de Resultados,INGRESOS,INT. DIVID. Y PARTIC. DE INVER. DE ADMON LIQUIDEZ,16574827
2021,12,Estado de Resultados,INGRESOS,COMISIONES,2181389
2021,12,Estado de Resultados,INGRESOS,OTRSO INGRESOS FINANCIEROS,15892
2021,12,Estado de Resultados,INGRESOS,OTROS INGRESOS ORDINARIOS,8538284568.04
2021,12,Estado de Resultados,INGRESOS,RECUPERACIONES,8456942674.7
2021,12,Estado de Resultados,INGRESOS,OTROS INGRESOS DIVERSOS,81341893.34
2021,12,Estado de Resultados,GASTOS,GASTOS,22233361495.76
2021,12,Estado de Resultados,GASTOS,ADMINISTRACION,6843031498
2021,12,Estado de Resultados,GASTOS,SUELDOS Y SALARIOS,1604437154
2021,12,Estado de Resultados,GASTOS,SUELDOS DE PERSONAL,1524883987
2021,12,Estado de Resultados,GASTOS,GASTOS DE REPRESENTACION,79553167
2021,12,Estado de Resultados,GASTOS,CONTRIBUCIONES IMPUTADAS,15975890
2021,12,Estado de Resultados,GASTOS,OTRAS CONTRIBUCIONES  IMPUTADAS,15975890
2021,12,Estado de Resultados,GASTOS,CONTRIBUCIONES EFECTIVAS,461638825
2021,12,Estado de Resultados,GASTOS,APORTES A CAJA DE COMPENSACION FAMILIAR,87745100
2021,12,Estado de Resultados,GASTOS,COTIZACIONES A SEGURIDAD SOCIAL EN SALUD,151871006
2021,12,Estado de Resultados,GASTOS,COTIZACIONES A RIESGOS PROFESIONALES,8543100
2021,12,Estado de Resultados,GASTOS,COTIZACIONES A ENTIDADES ADMIT. DE PRIMA,155470795
2021,12,Estado de Resultados,GASTOS,COTIZACIONES A ENTIDADES ADMI.DEL REGIME,58008824
2021,12,Estado de Resultados,GASTOS,APORTES SOBRE LA NOMINA,109379700
2021,12,Estado de Resultados,GASTOS,APORTES AL I.C.B.F,65623900
2021,12,Estado de Resultados,GASTOS,APORTES AL SENA,43755800
2021,12,Estado de Resultados,GASTOS,PRESTACIONES SOCIALES,918647993
2021,12,Estado de Resultados,GASTOS,VACACIONES,117929573
2021,12,Estado de Resultados,GASTOS,CESANTIAS,312254218
2021,12,Estado de Resultados,GASTOS,INTERESES A LAS CESANTIAS,27439021
2021,12,Estado de Resultados,GASTOS,PRIMA DE VACACIONES,84234577
2021,12,Estado de Resultados,GASTOS,PRIMA DE NAVIDAD,165649216
2021,12,Estado de Resultados,GASTOS,PRIMA DE SERVICIOS,74963815
2021,12,Estado de Resultados,GASTOS,OTRAS PRIMAS,81932464
2021,12,Estado de Resultados,GASTOS,OTRAS PRESTACIONES,54245109
2021,12,Estado de Resultados,GASTOS,GASTOS DE PERSONAL DIVERSO,155948681
2021,12,Estado de Resultados,GASTOS,"CAPACITACION, BIENESTAR SOCIAL Y ESTIMULOS",135413438
2021,12,Estado de Resultados,GASTOS,VIATICOS,9630352
2021,12,Estado de Resultados,GASTOS,OTROS GASTOS DE PERSONAL DIVERSO,10904891
2021,12,Estado de Resultados,GASTOS,GASTOS GENERALES,3102601167
2021,12,Estado de Resultados,GASTOS,ESTUDIOS Y PROYECTOS,2000000000
2021,12,Estado de Resultados,GASTOS,VIGILANCIA Y SEGURIDAD,139063254
2021,12,Estado de Resultados,GASTOS,MATERIALES Y SUMINISTROS,25599102
2021,12,Estado de Resultados,GASTOS,MANTENIMIENTOS,127647698
2021,12,Estado de Resultados,GASTOS,SERVICIOS PUBLICOS,31907351
2021,12,Estado de Resultados,GASTOS,ARRENDAMIENTOS,85310044
2021,12,Estado de Resultados,GASTOS,VIATICOS Y GASTOS DE VIAJE,6161208
2021,12,Estado de Resultados,GASTOS,IMPRESOS Y PUBLICACIONES SUSCRIPCIONES,22630997
2021,12,Estado de Resultados,GASTOS,COMUNICACIONES Y TRANSPORTE,24953899
2021,12,Estado de Resultados,GASTOS,SEGUROS EN GENERAL,132380
2021,12,Estado de Resultados,GASTOS,COMBUSTIBLES Y LUBRICANTES,2098459
2021,12,Estado de Resultados,GASTOS,SERVICIO DE CAFETERIA ELEMENTOS DE ASEO,12037991
2021,12,Estado de Resultados,GASTOS,GASTOS LEGALES,605789
2021,12,Estado de Resultados,GASTOS,HONORARIOS,624452995
2021,12,Estado de Resultados,GASTOS,IMPUESTOS CONTRIBUCIONES Y TASAS,474402088
2021,12,Estado de Resultados,GASTOS,IMPUESTO PREDIAL UNIFICADO,218020388
2021,12,Estado de Resultados,GASTOS,CUOTA DE FISCALIZACION Y AUDITAJE,37411275
2021,12,Estado de Resultados,GASTOS,SANCIONES,5527800
2021,12,Estado de Resultados,GASTOS,OTROS IMPUESTOS Y CONTRIBUCIONES,213442625
2021,12,Estado de Resultados,GASTOS,DE OPERACION,6481127549.58
2021,12,Estado de Resultados,GASTOS,SUELDOS Y SALARIOS,1471316260
2021,12,Estado de Resultados,GASTOS,SUELDOS DE PERSONAL,1471316260
2021,12,Estado de Resultados,GASTOS,CONTRIBUCIONES EFECTIVAS,420257957
2021,12,Estado de Resultados,GASTOS,APORTES A CAJA DE COMPENSACION FAMILIAR,80229000
2021,12,Estado de Resultados,GASTOS,COTIZACIONES A SEGURIDAD SOCIAL EN SALUD,137708042
2021,12,Estado de Resultados,GASTOS,COTIZACIONES A RIESGOS PROFESIONALES,7909000
2021,12,Estado de Resultados,GASTOS,COTIZACIONES A ENTIDADES ADMI. DE PRIMAS,160480695
2021,12,Estado de Resultados,GASTOS,COTIZACIONES A ENTIDADES ADMI. DEL REGIM,33931220
2021,12,Estado de Resultados,GASTOS,APORTES SOBRE LA NOMINA,100296500
2021,12,Estado de Resultados,GASTOS,APORTES AL I.C.B.F.,60175400
2021,12,Estado de Resultados,GASTOS,APORTES AL SENA,40121100
2021,12,Estado de Resultados,GASTOS,PRESTACIONES SOCIALES,973313280
2021,12,Estado de Resultados,GASTOS,VACACIONES,104261816
2021,12,Estado de Resultados,GASTOS,CESANTIAS,438293938
2021,12,Estado de Resultados,GASTOS,INTERESES A LAS CESANTIAS,21409588
2021,12,Estado de Resultados,GASTOS,PRIMA DE VACACIONES,72332595
2021,12,Estado de Resultados,GASTOS,PRIMA DE NAVIDAD,149475833
2021,12,Estado de Resultados,GASTOS,PRIMA DE SERVICIOS,65499014
2021,12,Estado de Resultados,GASTOS,OTRAS PRIMAS,72191875
2021,12,Estado de Resultados,GASTOS,OTRAS PRESTACIONES SOCIALES,49848621
2021,12,Estado de Resultados,GASTOS,GASTOS GENERALES,3229431536.58
2021,12,Estado de Resultados,GASTOS,VIGILANCIA Y SEGURIDAD,324480949
2021,12,Estado de Resultados,GASTOS,MANTENIMIENTO,293769292
2021,12,Estado de Resultados,GASTOS,SERVICIOS PUBLICOS,74450591.15
2021,12,Estado de Resultados,GASTOS,ARRENDAMIENTOS,199056764
2021,12,Estado de Resultados,GASTOS,VIATICOS Y GASTOS DE VIAJE,11622352
2021,12,Estado de Resultados,GASTOS,PUBLICIDAD Y PROPAGANDA,1281655532
2021,12,Estado de Resultados,GASTOS,IMPRESOS Y PUBLICACIONES SUSCRIPCIONES,52805677.8
2021,12,Estado de Resultados,GASTOS,COMUNICACIONES Y TRANSPORTE,56558151.63
2021,12,Estado de Resultados,GASTOS,SEGUROS EN GENERAL,308888
2021,12,Estado de Resultados,GASTOS,COMBUSTIBLES Y LUBRICANTES,4401704
2021,12,Estado de Resultados,GASTOS,HONORARIOS,930321635
2021,12,Estado de Resultados,GASTOS,GASTOS DE PERSONAL DIVERSO,286512016
2021,12,Estado de Resultados,GASTOS,"CAPACITACION, BIENESTAR SOCIAL Y ESTIMULOS",270882589
2021,12,Estado de Resultados,GASTOS,VIATICOS,6132537
2021,12,Estado de Resultados,GASTOS,OTROS GASTOS PERSONAL DIVERSOS,9496890
2021,12,Estado de Resultados,GASTOS,"PROVISIONES,AGOTAM. Y DEPRECIACIONES",3946165032.77
2021,12,Estado de Resultados,GASTOS,DETERIORO DE INVERSIONES,832697067.57
2021,12,Estado de Resultados,GASTOS,INVERSIONES DE ADMINISTRACION DE LIQUIDEZ AL COSTO,832697067.57
2021,12,Estado de Resultados,GASTOS,DETERIORO DE PRESTAMOS POR COBRAR,2721939636.45
2021,12,Estado de Resultados,GASTOS,PRESTAMOS CONCEDIDOS,2721939636.45
2021,12,Estado de Resultados,GASTOS,"DEPRECIACION DE PROPIEDADES, PLANTA Y EQUIPO",382841928.11
2021,12,Estado de Resultados,GASTOS,EDIFICACIONES,90171228.84
2021,12,Estado de Resultados,GASTOS,"MUEBLES, ENSERES Y EQUIPO DE OFICINA",128607515.5
2021,12,Estado de Resultados,GASTOS,EQUIPOS DE COMUNICACION Y COMPUTACION,164063183.77
2021,12,Estado de Resultados,GASTOS,AMORTIZACION DE ACTIVOS INTANGIBLES,8686400.64
2021,12,Estado de Resultados,GASTOS,LICENCIAS,8686400.64
2021,12,Estado de Resultados,GASTOS,OTROS GASTOS,2019389556.88
2021,12,Estado de Resultados,GASTOS,FINANCIEROS,1937310646.46
2021,12,Estado de Resultados,GASTOS,INTERESES SOBRE DEPOSITOS Y EXIGIBILIDADES,1934903133
2021,12,Estado de Resultados,GASTOS,OTROS GASTOS FINANCIEROS,2407513.46
2021,12,Estado de Resultados,GASTOS,PÉRDIDAS APLIC MÉTOD PART PATRIM INVERS ASOCIADAS,72386228.68
2021,12,Estado de Resultados,GASTOS,ENTIDADES PRIVADAS,72386228.68
2021,12,Estado de Resultados,GASTOS,GASTOS DIVERSOS,9692681.74
2021,12,Estado de Resultados,GASTOS,OTROS GASTOS DIVERSOS,9692681.74
2021,12,Estado de Resultados,GASTOS,CIERRE DE INGRESOS GASTOS Y COSTOS,2943647858.53
2021,12,Estado de Resultados,GASTOS,CIERRE DE INGRESOS GASTOS Y COSTOS,2943647858.53
2021,12,Estado de Resultados,GASTOS,Cierre de ingresos gastos y costos,2943647858.53
2022,12,Estado de Resultados,INGRESOS,INGRESOS,36381571929.56
2022,12,Estado de Resultados,INGRESOS,VENTA DE SERVICIOS,19984211560
2022,12,Estado de Resultados,INGRESOS,OTROS SERVICIOS,19984211560
2022,12,Estado de Resultados,INGRESOS,OTROS SERVICIOS,19984211560
2022,12,Estado de Resultados,INGRESOS,OTROS INGRESOS,16397360369.56
2022,12,Estado de Resultados,INGRESOS,FINANCIEROS,15635044198.44
2022,12,Estado de Resultados,INGRESOS,INTERESES SOBRE DEPOSITOS EN INST. FINANCIERAS,14001788215.02
2022,12,Estado de Resultados,INGRESOS,INT. DIVID. Y PARTIC. DE INVER. DE ADMON LIQUIDEZ,1631137382
2022,12,Estado de Resultados,INGRESOS,COMISIONES,2118601.42
2022,12,Estado de Resultados,INGRESOS,OTROS INGRESOS ORDINARIOS,649437988.82
2022,12,Estado de Resultados,INGRESOS,RECUPERACIONES,637869758.78
2022,12,Estado de Resultados,INGRESOS,OTROS INGRESOS DIVERSOS,11568230.04
2022,12,Estado de Resultados,INGRESOS,REVERSION PERDIDAS POR DETERIORO DE VALOR,112878182.3
2022,12,Estado de Resultados,INGRESOS,INVERSIONES ACCIONES ORDINARIAS,112878182.3
2022,12,Estado de Resultados,GASTOS,GASTOS,36381571929.56
2022,12,Estado de Resultados,GASTOS,ADMINISTRACION,7711487443.05
2022,12,Estado de Resultados,GASTOS,SUELDOS Y SALARIOS,1814238671
2022,12,Estado de Resultados,GASTOS,SUELDOS DE PERSONAL,1726989101
2022,12,Estado de Resultados,GASTOS,GASTOS DE REPRESENTACION,87249570
2022,12,Estado de Resultados,GASTOS,CONTRIBUCIONES IMPUTADAS,16873738
2022,12,Estado de Resultados,GASTOS,OTRAS CONTRIBUCIONES  IMPUTADAS,16873738
2022,12,Estado de Resultados,GASTOS,CONTRIBUCIONES EFECTIVAS,503993664
2022,12,Estado de Resultados,GASTOS,APORTES A CAJA DE COMPENSACION FAMILIAR,95296900
2022,12,Estado de Resultados,GASTOS,COTIZACIONES A SEGURIDAD SOCIAL EN SALUD,165460682
2022,12,Estado de Resultados,GASTOS,COTIZACIONES A RIESGOS PROFESIONALES,9638400
2022,12,Estado de Resultados,GASTOS,COTIZACIONES A ENTIDADES ADMIT. DE PRIMA,181392421
2022,12,Estado de Resultados,GASTOS,COTIZACIONES A ENTIDADES ADMI.DEL REGIME,52205261
2022,12,Estado de Resultados,GASTOS,APORTES SOBRE LA NOMINA,119133200
2022,12,Estado de Resultados,GASTOS,APORTES AL I.C.B.F,71476200
2022,12,Estado de Resultados,GASTOS,APORTES AL SENA,47657000
2022,12,Estado de Resultados,GASTOS,PRESTACIONES SOCIALES,877074748
2022,12,Estado de Resultados,GASTOS,VACACIONES,149441076
2022,12,Estado de Resultados,GASTOS,CESANTIAS,226361331
2022,12,Estado de Resultados,GASTOS,INTERESES A LAS CESANTIAS,17683590
2022,12,Estado de Resultados,GASTOS,PRIMA DE VACACIONES,93831656
2022,12,Estado de Resultados,GASTOS,PRIMA DE NAVIDAD,175341588
2022,12,Estado de Resultados,GASTOS,PRIMA DE SERVICIOS,74312630
2022,12,Estado de Resultados,GASTOS,OTRAS PRIMAS,87925897
2022,12,Estado de Resultados,GASTOS,OTRAS PRESTACIONES,52176980
2022,12,Estado de Resultados,GASTOS,GASTOS DE PERSONAL DIVERSO,203599925
2022,12,Estado de Resultados,GASTOS,"CAPACITACION, BIENESTAR SOCIAL Y ESTIMULOS",174197740
2022,12,Estado de Resultados,GASTOS,VIATICOS,21180405
2022,12,Estado de Resultados,GASTOS,OTROS GASTOS DE PERSONAL DIVERSO,8221780
2022,12,Estado de Resultados,GASTOS,GASTOS GENERALES,3902231523.05
2022,12,Estado de Resultados,GASTOS,ESTUDIOS Y PROYECTOS,2461465966
2022,12,Estado de Resultados,GASTOS,VIGILANCIA Y SEGURIDAD,132571084
2022,12,Estado de Resultados,GASTOS,MATERIALES Y SUMINISTROS,75549178.99
2022,12,Estado de Resultados,GASTOS,MANTENIMIENTOS,187916308
2022,12,Estado de Resultados,GASTOS,SERVICIOS PUBLICOS,37304995
2022,12,Estado de Resultados,GASTOS,ARRENDAMIENTOS,85687259.86
2022,12,Estado de Resultados,GASTOS,VIATICOS Y GASTOS DE VIAJE,7763498.2
2022,12,Estado de Resultados,GASTOS,IMPRESOS Y PUBLICACIONES SUSCRIPCIONES,18447251
2022,12,Estado de Resultados,GASTOS,COMUNICACIONES Y TRANSPORTE,21994954
2022,12,Estado de Resultados,GASTOS,SEGUROS EN GENERAL,101772555
2022,12,Estado de Resultados,GASTOS,COMBUSTIBLES Y LUBRICANTES,1258175
2022,12,Estado de Resultados,GASTOS,SERVICIO DE CAFETERIA ELEMENTOS DE ASEO,29231653
2022,12,Estado de Resultados,GASTOS,GASTOS LEGALES,2549382
2022,12,Estado de Resultados,GASTOS,HONORARIOS,738719263
2022,12,Estado de Resultados,GASTOS,IMPUESTOS CONTRIBUCIONES Y TASAS,274341974
2022,12,Estado de Resultados,GASTOS,CUOTA DE FISCALIZACION Y AUDITAJE,46379143
2022,12,Estado de Resultados,GASTOS,OTROS IMPUESTOS Y CONTRIBUCIONES,227962831
2022,12,Estado de Resultados,GASTOS,DE OPERACION,7166661232.04
2022,12,Estado de Resultados,GASTOS,SUELDOS Y SALARIOS,1506503964
2022,12,Estado de Resultados,GASTOS,SUELDOS DE PERSONAL,1506503964
2022,12,Estado de Resultados,GASTOS,CONTRIBUCIONES EFECTIVAS,433623938
2022,12,Estado de Resultados,GASTOS,APORTES A CAJA DE COMPENSACION FAMILIAR,79538000
2022,12,Estado de Resultados,GASTOS,COTIZACIONES A SEGURIDAD SOCIAL EN SALUD,143641906
2022,12,Estado de Resultados,GASTOS,COTIZACIONES A RIESGOS PROFESIONALES,7735200
2022,12,Estado de Resultados,GASTOS,COTIZACIONES A ENTIDADES ADMI. DE PRIMAS,170903244
2022,12,Estado de Resultados,GASTOS,COTIZACIONES A ENTIDADES ADMI. DEL REGIM,31805588
2022,12,Estado de Resultados,GASTOS,APORTES SOBRE LA NOMINA,99427300
2022,12,Estado de Resultados,GASTOS,APORTES AL I.C.B.F.,59653700
2022,12,Estado de Resultados,GASTOS,APORTES AL SENA,39773600
2022,12,Estado de Resultados,GASTOS,PRESTACIONES SOCIALES,815714469
2022,12,Estado de Resultados,GASTOS,VACACIONES,120076436
2022,12,Estado de Resultados,GASTOS,CESANTIAS,255372639
2022,12,Estado de Resultados,GASTOS,INTERESES A LAS CESANTIAS,12054927
2022,12,Estado de Resultados,GASTOS,PRIMA DE VACACIONES,82675987
2022,12,Estado de Resultados,GASTOS,PRIMA DE NAVIDAD,154653083
2022,12,Estado de Resultados,GASTOS,PRIMA DE SERVICIOS,65734265
2022,12,Estado de Resultados,GASTOS,OTRAS PRIMAS,76374151
2022,12,Estado de Resultados,GASTOS,OTRAS PRESTACIONES SOCIALES,48772981
2022,12,Estado de Resultados,GASTOS,GASTOS GENERALES,3971563902.04
2022,12,Estado de Resultados,GASTOS,VIGILANCIA Y SEGURIDAD,309332535
2022,12,Estado de Resultados,GASTOS,MANTENIMIENTO,432374064
2022,12,Estado de Resultados,GASTOS,SERVICIOS PUBLICOS,87045117.47
2022,12,Estado de Resultados,GASTOS,ARRENDAMIENTOS,199936932
2022,12,Estado de Resultados,GASTOS,VIATICOS Y GASTOS DE VIAJE,17980893
2022,12,Estado de Resultados,GASTOS,PUBLICIDAD Y PROPAGANDA,1375108627
2022,12,Estado de Resultados,GASTOS,IMPRESOS Y PUBLICACIONES SUSCRIPCIONES,43043602
2022,12,Estado de Resultados,GASTOS,COMUNICACIONES Y TRANSPORTE,49128848.57
2022,12,Estado de Resultados,GASTOS,SEGUROS EN GENERAL,234882561
2022,12,Estado de Resultados,GASTOS,COMBUSTIBLES Y LUBRICANTES,2865749
2022,12,Estado de Resultados,GASTOS,HONORARIOS,1219864973
2022,12,Estado de Resultados,GASTOS,GASTOS DE PERSONAL DIVERSO,339827659
2022,12,Estado de Resultados,GASTOS,"CAPACITACION, BIENESTAR SOCIAL Y ESTIMULOS",320027032
2022,12,Estado de Resultados,GASTOS,VIATICOS,10510530
2022,12,Estado de Resultados,GASTOS,OTROS GASTOS PERSONAL DIVERSOS,9290097
